,x,y,title,no,topic_no
0,-0.24506725,-0.026800994,"0-EU, minus Hungary, calls for Israel-Palestine ceasefire

",0,"15: resolution, council, un, ceasefire"
1,-0.2711429,0.049087927,"1-What’s next after Gaza ceasefire?

",1,"15: resolution, council, un, ceasefire"
2,0.06363225,0.07798348,"2-‘Criminal’: Israel’s Jenin attack sparks condemnation, alarm

",2,"15: resolution, council, un, ceasefire"
3,-0.3883119,-0.24269043,"3-Russia’s UN ambassador calls for ceasefire in Israel-Hamas conflict

",3,"15: resolution, council, un, ceasefire"
4,-0.32581493,-0.0857429,"4-What has the UN done and said on the Israel-Palestine conflict?

",4,"15: resolution, council, un, ceasefire"
5,-0.3778253,-0.3977869,"5-What we know about UN draft resolutions on the Israel-Hamas war so far

",5,"15: resolution, council, un, ceasefire"
6,-0.05272109,-0.13850226,"6-Israel to refuse visas to UN officials after Guterres speech on Gaza war

",6,"15: resolution, council, un, ceasefire"
7,-0.12092896,-0.15757705,"7-Israel’s war in Gaza could spread beyond Middle East: Russia’s Putin

",7,"15: resolution, council, un, ceasefire"
8,-0.330559,-0.3711358,"8-How the US has used its veto power at the UN in support of Israel

",8,"15: resolution, council, un, ceasefire"
9,-0.29244646,-0.378731,"9-Two more resolutions to halt Israel-Gaza war fail at UN Security Council

",9,"15: resolution, council, un, ceasefire"
10,-0.18049397,-0.20183238,"10-UNGA calls for humanitarian truce in Israel-Gaza war: How countries voted

",10,"15: resolution, council, un, ceasefire"
11,-0.40346903,-0.30117363,"11-United Nations votes overwhelmingly in favour of humanitarian truce in Gaza

",11,"15: resolution, council, un, ceasefire"
12,-0.41390577,-0.20037492,"12-As the UN votes on the Israel-Gaza war, Palestine can only observe

",12,"15: resolution, council, un, ceasefire"
13,-0.27493978,-0.15979156,"13-UN Security Council adopts resolution for ‘humanitarian pauses’ in Gaza

",13,"15: resolution, council, un, ceasefire"
14,-0.25020787,-0.10963645,"14-Mediators push to renew truce as Israel-Hamas war resumes in Gaza

",14,"15: resolution, council, un, ceasefire"
15,-0.19578351,0.0023758544,"15-Two months of Israel-Gaza war: How divided is the world?

",15,"15: resolution, council, un, ceasefire"
16,-0.39895394,-0.32358077,"16-Israel’s war on Gaza: Can Guterres’s use of UN’s Article 99 bring peace?

",16,"15: resolution, council, un, ceasefire"
17,-0.44004917,-0.38471714,"17-UN secretary-general invokes Article 99 on Gaza

",17,"15: resolution, council, un, ceasefire"
18,-0.48965052,-0.40209374,"18-Ahead of key Israel-Hamas ceasefire vote, where do UNSC members stand?

",18,"15: resolution, council, un, ceasefire"
19,-0.2256297,-0.19986899,"19-US raises criticism of Israel ahead of UNSC ceasefire meeting

",19,"15: resolution, council, un, ceasefire"
20,-0.24983865,-0.32942188,"20-‘Double standards’: World reacts to US veto on Gaza truce resolution at UN

",20,"15: resolution, council, un, ceasefire"
21,-0.38215387,-0.35580376,"21-What’s UN Resolution 377A, can it help in efforts to stop Israel-Gaza war?

",21,"15: resolution, council, un, ceasefire"
22,0.035067208,0.03234396,"22-What is the global strike demanding an end to Israeli war on Gaza?

",22,"15: resolution, council, un, ceasefire"
23,-0.4007804,-0.23165376,"23-WHO calls for immediate passage of humanitarian relief into Gaza

",23,"15: resolution, council, un, ceasefire"
24,-0.06331167,0.050898086,"24-Biden warns Israel risks losing support over ‘indiscriminate’ Gaza bombing

",24,"15: resolution, council, un, ceasefire"
25,-0.25107133,-0.21982205,"25-UNGA demands ceasefire in Israel’s war on Gaza: How your country voted

",25,"15: resolution, council, un, ceasefire"
26,-0.49962297,0.009892421,"26-Israel-Gaza war: Is the US administration divorced from reality?

",26,"15: resolution, council, un, ceasefire"
27,-0.33619544,-0.28319028,"27-Will the US again veto the UNSC resolution on Gaza?

",27,"15: resolution, council, un, ceasefire"
28,-0.33271053,-0.21527874,"28-UNSC struggles with Gaza truce vote delays, Israel orders mass evacuations

",28,"15: resolution, council, un, ceasefire"
29,-0.3514581,-0.15311907,"29-UN Security Council passes resolution on increased Gaza aid delivery

",29,"15: resolution, council, un, ceasefire"
30,-0.29663453,-0.16367117,"30-US ready to back diluted resolution on more aid to Gaza as UN vote delayed

",30,"15: resolution, council, un, ceasefire"
31,-0.37089565,-0.085356206,"31-UN resolution on Gaza aid criticised as ‘insufficient’, ‘meaningless’

",31,"15: resolution, council, un, ceasefire"
32,-0.13380128,0.015964182,"32-‘Let’s talk about it’: EU’s Borrell presses Israel on two-state solution

",32,"15: resolution, council, un, ceasefire"
33,-0.28931835,-0.1774688,"33-UN Security Council to discuss ICJ ruling in Israel genocide case

",33,"15: resolution, council, un, ceasefire"
34,-0.35040432,-0.21975225,"34-US signals it will block proposed Gaza ceasefire resolution at UN

",34,"15: resolution, council, un, ceasefire"
35,-0.11257617,-0.03558696,"35-Qatar PM: Hamas-Israel talks ‘not very promising’, truce efforts to go on

",35,"15: resolution, council, un, ceasefire"
36,-0.30149874,-0.37039927,"36-US vetoes another UN Security Council resolution urging Gaza war ceasefire

",36,"15: resolution, council, un, ceasefire"
